CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"5263","Good Counsel Primary School (Innisfail)","Innisfail ","42","36","42","--","425","393","413","438","414","484","470","481","486","487","524","519","527","550","552","--","--","--","--","--","97%","97%","95%","97%","97%","97%","97%","89%","100%","100%","95%","98%","92%","95%","100%","--","--","--","--","--"
"5768","Good News Lutheran School","Middle Park ","58","55","50","--","486","442","454","512","465","543","501","519","563","545","588","550","561","591","609","--","--","--","--","--","100%","100%","100%","100%","100%","100%","98%","100%","98%","98%","96%","98%","98%","100%","100%","--","--","--","--","--"
"5421","Good Shepherd Catholic College","Mount Isa ","--","--","--","108","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","561","540","573","550","547","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89%","84%","94%","82%","91%"
"308","Good Shepherd Catholic Community School","Rasmussen ","43","45","31","--","386","359","381","392","364","461","433","449","474","452","487","449","462","466","491","--","--","--","--","--","88%","93%","88%","88%","91%","82%","80%","77%","86%","86%","84%","78%","74%","74%","97%","--","--","--","--","--"
"7612","Good Shepherd Catholic Primary School","Springfield Lakes  ","13","11","--","--","414","305","377","386","371","453","434","442","469","431","--","--","--","--","--","--","--","--","--","--","91%","73%","100%","82%","92%","100%","91%","91%","91%","82%","--","--","--","--","--","--","--","--","--","--"
"5161","Good Shepherd Christian School","Albany Creek ","13","8","4","8","463","415","439","440","416","463","440","482","492","472","^","^","^","^","^","559","537","568","534","550","100%","100%","100%","100%","100%","100%","75%","100%","100%","100%","^","^","^","^","^","100%","100%","100%","83%","100%"
"5520","Good Shepherd Lutheran College","Noosaville ","51","56","68","70","459","424","428","470","424","548","496","529","543","532","567","549","559","563","572","608","593","609","590","613","100%","100%","98%","100%","100%","98%","98%","100%","100%","100%","97%","100%","98%","98%","100%","96%","96%","100%","100%","99%"
"3034","Goodna Special School","Goodna ","9","12","9","15","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"45","Goodna State School","Goodna ","99","109","73","--","369","370","371","393","365","437","401","462","433","434","505","467","509","500","512","--","--","--","--","--","88%","90%","86%","86%","86%","79%","66%","79%","70%","77%","91%","78%","85%","79%","96%","--","--","--","--","--"
"939","Goodwood State School","Goodwood ","6","7","4","--","424","434","451","430","400","484","470","504","496","465","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","83%","83%","100%","83%","80%","^","^","^","^","^","--","--","--","--","--"
"111","Goombungee State School","Goombungee ","11","13","11","--","452","401","432","432","410","485","469","491","513","477","516","510","538","519","517","--","--","--","--","--","91%","100%","100%","100%","100%","92%","92%","100%","100%","100%","100%","82%","100%","100%","100%","--","--","--","--","--"
"1310","Goomeri State School","Goomeri ","11","12","8","13","429","412","409","450","439","499","446","543","516","495","527","518","509","540","539","545","501","526","543","572","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","75%","100%","100%","91%","64%","82%","91%","91%"
"807","Goondi State School","Innisfail ","53","55","40","--","470","483","468","494","449","507","506","517","533","525","566","569","585","576","603","--","--","--","--","--","98%","98%","98%","98%","98%","96%","100%","100%","100%","100%","98%","95%","98%","98%","98%","--","--","--","--","--"
"2092","Goondiwindi State High School","Goondiwindi ","--","--","--","93","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","557","495","550","555","564","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","61%","83%","82%","93%"
"46","Goondiwindi State School","Goondiwindi ","79","76","52","--","361","342","346","356","341","445","381","435","423","418","502","444","510","497","503","--","--","--","--","--","88%","89%","79%","83%","87%","77%","54%","76%","72%","67%","81%","69%","85%","77%","88%","--","--","--","--","--"
"1839","Goovigen State School","Goovigen ","2","--","1","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--"
"2106","Gordonvale State High School","Gordonvale ","--","--","83","159","--","--","--","--","--","--","--","--","--","--","502","483","513","508","513","529","468","541","524","547","--","--","--","--","--","--","--","--","--","--","90%","78%","84%","85%","96%","73%","54%","83%","70%","91%"
"790","Gordonvale State School","Gordonvale ","91","106","--","--","375","378","395","392","364","466","443","471","473","456","--","--","--","--","--","--","--","--","--","--","90%","93%","93%","88%","87%","85%","84%","89%","83%","84%","--","--","--","--","--","--","--","--","--","--"
"297","Gowrie State School","Via Toowoomba ","22","22","20","--","427","388","394","401","375","527","454","492","515","476","543","497","547","541","546","--","--","--","--","--","100%","100%","100%","95%","95%","95%","86%","95%","95%","86%","95%","80%","85%","95%","95%","--","--","--","--","--"
"5780","Grace Lutheran College","Rothwell ","--","--","170","293","--","--","--","--","--","--","--","--","--","--","550","524","541","557","547","582","563","575","585","598","--","--","--","--","--","--","--","--","--","--","99%","94%","98%","93%","98%","95%","87%","93%","96%","100%"
"5760","Grace Lutheran Primary School (Clontarf)","Clontarf ","63","44","--","--","430","384","409","418","395","498","480","489","493","475","--","--","--","--","--","--","--","--","--","--","97%","93%","100%","100%","98%","93%","95%","100%","93%","95%","--","--","--","--","--","--","--","--","--","--"
"47","Gracemere State School","Gracemere ","41","22","27","--","341","366","367","380","352","455","411","442","452","430","528","475","498","530","537","--","--","--","--","--","78%","90%","85%","83%","88%","81%","62%","81%","76%","79%","89%","63%","78%","78%","100%","--","--","--","--","--"
"1515","Graceville State School","Graceville ","107","92","39","--","487","434","455","488","461","570","509","537","571","553","594","561","560","607","607","--","--","--","--","--","99%","98%","100%","99%","100%","99%","100%","100%","100%","100%","100%","97%","95%","100%","100%","--","--","--","--","--"
"1674","Grand Avenue State School","Forest Lake ","186","146","100","--","409","413","436","439","403","498","471","499","508","484","534","506","546","533","548","--","--","--","--","--","96%","99%","100%","99%","99%","96%","96%","99%","95%","96%","97%","88%","93%","96%","97%","--","--","--","--","--"
"145","Grandchester State School","Grandchester ","10","3","3","--","403","384","370","430","389","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","90%","100%","80%","100%","100%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1051","Grantham State School","Grantham ","15","12","6","--","370","376","373","403","351","437","433","425","431","427","514","515","521","526","525","--","--","--","--","--","86%","100%","93%","93%","87%","83%","75%","67%","67%","75%","83%","83%","83%","100%","83%","--","--","--","--","--"
"193","Granville State School","Granville, Maryborough ","38","47","35","--","372","387","385","375","393","469","468","483","498","465","533","523","540","535","533","--","--","--","--","--","83%","91%","89%","80%","86%","76%","90%","81%","88%","82%","97%","97%","84%","94%","97%","--","--","--","--","--"
"695","Greenbank State School","Greenbank ","152","164","62","--","388","388","385","407","378","480","449","483","491","461","535","518","516","537","535","--","--","--","--","--","93%","95%","91%","96%","95%","94%","86%","95%","94%","92%","98%","88%","93%","95%","98%","--","--","--","--","--"
"925","Greenlands State School","Stanthorpe ","11","16","9","--","537","454","465","550","483","521","488","537","589","538","543","466","543","552","561","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","89%","100%","100%","100%","--","--","--","--","--"
"976","Greenmount State School","Greenmount ","1","5","--","--","^","^","^","^","^","490","452","463","555","496","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","80%","100%","80%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"614","Greenslopes State School","Greenslopes ","36","28","19","--","458","408","419","463","415","518","479","516","545","505","536","516","524","541","564","--","--","--","--","--","97%","97%","94%","97%","94%","96%","89%","96%","96%","100%","100%","94%","94%","94%","100%","--","--","--","--","--"
"334","Greenvale State School","Greenvale ","5","4","2","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1056","Grosmont State School","Wandoan ","--","--","1","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--"
"1136","Grovely State School","Grovely ","52","38","22","--","429","373","401","441","412","471","426","452","468","448","532","457","516","523","514","--","--","--","--","--","98%","94%","96%","98%","96%","81%","75%","77%","80%","89%","100%","64%","91%","91%","82%","--","--","--","--","--"
"1860","Groves Christian College","Kingston ","86","--","--","94","380","378","395","394","357","--","--","--","--","--","--","--","--","--","--","553","538","554","545","563","85%","90%","91%","91%","90%","--","--","--","--","--","--","--","--","--","--","83%","73%","85%","79%","95%"
"5695","Groves Christian College (Distance)","Kingston ","48","66","46","73","496","425","470","500","416","541","438","515","566","521","569","478","541","573","573","640","585","630","652","645","100%","100%","100%","100%","100%","100%","86%","93%","100%","100%","100%","85%","85%","100%","100%","100%","94%","100%","100%","100%"
"5552","Groves Christian College (Maryfield Campus)","Kingston ","--","80","47","--","--","--","--","--","--","458","428","472","466","441","524","497","516","516","500","--","--","--","--","--","--","--","--","--","--","88%","83%","91%","86%","85%","95%","77%","86%","86%","93%","--","--","--","--","--"
"5113","Guardian Angels' Catholic Primary School (S'port)","Southport ","120","95","67","--","418","428","418","450","390","526","498","528","536","496","542","522","536","554","544","--","--","--","--","--","98%","100%","99%","98%","98%","99%","99%","99%","99%","99%","98%","98%","93%","97%","98%","--","--","--","--","--"
"5006","Guardian Angels' Primary School (Wynnum)","Wynnum ","108","55","37","--","433","413","407","442","410","532","493","536","534","507","536","504","537","540","531","--","--","--","--","--","95%","99%","94%","99%","99%","100%","96%","98%","98%","96%","100%","91%","94%","94%","97%","--","--","--","--","--"
"5895","Gulf Christian College","Normanton  ","8","6","5","--","381","385","414","389","381","418","397","420","419","^","^","^","^","^","^","--","--","--","--","--","86%","86%","86%","86%","86%","60%","40%","60%","60%","^","^","^","^","^","^","--","--","--","--","--"
"1549","Guluguba State School","Guluguba ","1","3","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1608","Gumdale State School","Gumdale ","133","92","47","--","441","417","424","463","416","521","480","507","521","506","566","531","561","571","569","--","--","--","--","--","98%","98%","98%","98%","96%","93%","91%","97%","98%","94%","100%","89%","96%","98%","100%","--","--","--","--","--"
"1391","Gumlu State School","Gumlu Via Bowen ","2","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"58","Gunalda State School","Gunalda ","2","3","3","--","^","^","^","^","*","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","*","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"821","Gundiah State School","Gundiah ","3","4","2","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"49","Gympie Central State School","Gympie ","31","28","27","--","407","396","405","423","388","471","443","455","460","472","493","430","486","486","493","--","--","--","--","--","96%","100%","96%","100%","96%","92%","92%","88%","92%","96%","92%","72%","80%","84%","100%","--","--","--","--","--"
