CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"5328","Gilroy Santa Maria College","Ingham","--","--","41","47","--","--","--","--","--","--","--","--","--","--","550","524","541","560","542","566","532","557","549","577","--","--","--","--","--","--","--","--","--","--","95%","95%","92%","95%","95%","98%","75%","84%","86%","98%"
"50","Gilston State School","Gilston","97","82","--","--","425","429","401","428","392","520","493","497","515","507","--","--","--","--","--","--","--","--","--","--","99%","100%","99%","97%","99%","96%","100%","97%","96%","99%","--","--","--","--","--","--","--","--","--","--"
"2131","Gin Gin State High School","Gin Gin","--","--","86","73","--","--","--","--","--","--","--","--","--","--","537","504","523","512","528","557","514","556","560","579","--","--","--","--","--","--","--","--","--","--","95%","90%","81%","80%","93%","92%","68%","79%","85%","94%"
"298","Gin Gin State School","Gin Gin","45","31","--","--","396","359","374","410","375","482","456","452","490","480","--","--","--","--","--","--","--","--","--","--","90%","90%","90%","100%","95%","81%","83%","69%","81%","92%","--","--","--","--","--","--","--","--","--","--"
"709","Gindie State School","Gindie","5","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1258","Giru State School","Giru","7","9","--","--","439","404","373","432","384","470","478","501","483","470","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","86%","100%","100%","89%","100%","89%","100%","--","--","--","--","--","--","--","--","--","--"
"749","Givelda State School","Pine Creek Via Bundaberg","7","2","--","--","377","382","358","382","380","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","86%","100%","100%","100%","86%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"44","Gladstone Central State School","Gladstone","42","44","--","--","432","426","412","472","421","495","461","490","517","496","--","--","--","--","--","--","--","--","--","--","100%","100%","95%","100%","100%","98%","86%","93%","91%","100%","--","--","--","--","--","--","--","--","--","--"
"825","Gladstone South State School","Gladstone","47","31","--","--","403","394","375","413","383","481","444","464","467","477","--","--","--","--","--","--","--","--","--","--","98%","93%","93%","93%","93%","100%","91%","86%","95%","100%","--","--","--","--","--","--","--","--","--","--"
"2030","Gladstone State High School","Gladstone","--","--","275","276","--","--","--","--","--","--","--","--","--","--","530","507","534","532","528","561","534","578","561","574","--","--","--","--","--","--","--","--","--","--","96%","87%","91%","90%","98%","93%","79%","92%","89%","99%"
"740","Gladstone West State School","Gladstone","111","84","--","--","411","390","384","420","381","468","450","465","474","453","--","--","--","--","--","--","--","--","--","--","89%","95%","88%","96%","92%","87%","83%","87%","85%","96%","--","--","--","--","--","--","--","--","--","--"
"149","Glamorgan Vale State School","Glamorgan Vale","11","6","--","--","425","391","398","444","391","435","474","494","461","482","--","--","--","--","--","--","--","--","--","--","100%","91%","82%","100%","91%","100%","100%","100%","80%","100%","--","--","--","--","--","--","--","--","--","--"
"1242","Glass House Mountains State School","Glass House Mountains","56","49","--","--","405","394","377","398","377","479","461","478","469","471","--","--","--","--","--","--","--","--","--","--","88%","92%","92%","92%","92%","100%","93%","95%","88%","98%","--","--","--","--","--","--","--","--","--","--"
"2257","Glasshouse Christian College","Beerwah","76","58","82","89","445","406","399","445","420","514","494","488","498","484","560","513","558","547","549","595","531","578","568","591","97%","97%","100%","97%","100%","98%","100%","94%","94%","100%","100%","92%","96%","94%","100%","95%","72%","90%","94%","100%"
"544","Glen Aplin State School","Glen Aplin","20","11","--","--","425","381","381","410","368","470","453","485","491","488","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","94%","100%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"1592","Glenala State High School","Inala Heights","--","--","143","135","--","--","--","--","--","--","--","--","--","--","498","468","525","489","496","532","511","567","521","547","--","--","--","--","--","--","--","--","--","--","92%","75%","86%","80%","98%","85%","67%","86%","72%","92%"
"1918","Glenden State School","Glenden","25","19","10","18","391","379","392","423","381","495","459","496","496","486","534","491","540","526","520","551","533","586","554","563","96%","96%","96%","100%","92%","95%","72%","89%","89%","95%","100%","89%","100%","100%","100%","100%","75%","94%","88%","100%"
"1006","Gleneagle State School","Gleneagle","22","27","--","--","391","374","349","373","366","450","422","468","451","441","--","--","--","--","--","--","--","--","--","--","100%","95%","86%","81%","90%","89%","81%","93%","89%","96%","--","--","--","--","--","--","--","--","--","--"
"313","Glenella State School","Glenella","34","13","--","--","401","431","403","442","390","509","519","528","580","492","--","--","--","--","--","--","--","--","--","--","88%","94%","88%","94%","91%","92%","92%","92%","92%","92%","--","--","--","--","--","--","--","--","--","--"
"2028","Glenmore State High School","North Rockhampton","--","--","76","99","--","--","--","--","--","--","--","--","--","--","516","484","537","528","500","529","495","540","518","547","--","--","--","--","--","--","--","--","--","--","95%","83%","85%","88%","97%","79%","56%","81%","68%","91%"
"574","Glenmore State School","Rockhampton North","59","61","--","--","383","375","382","402","380","445","446","452","456","451","--","--","--","--","--","--","--","--","--","--","83%","80%","83%","91%","90%","88%","88%","90%","85%","93%","--","--","--","--","--","--","--","--","--","--"
"917","Glenmorgan State School","Glenmorgan","1","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"770","Glennie Heights State School","Glennie Heights Warwick","20","24","--","--","355","340","342","351","342","447","411","438","459","457","--","--","--","--","--","--","--","--","--","--","80%","85%","80%","80%","79%","78%","65%","87%","83%","91%","--","--","--","--","--","--","--","--","--","--"
"1089","Glenore Grove State School","Glenore Grove","20","18","--","--","353","352","348","388","358","476","450","499","507","477","--","--","--","--","--","--","--","--","--","--","80%","95%","85%","95%","85%","94%","83%","94%","94%","100%","--","--","--","--","--","--","--","--","--","--"
"741","Glenvale Christian School (Toowoomba)","Toowoomba","17","8","--","--","421","385","379","424","395","542","445","504","522","517","--","--","--","--","--","--","--","--","--","--","88%","100%","94%","94%","94%","100%","88%","100%","88%","100%","--","--","--","--","--","--","--","--","--","--"
"126","Glenvale State School","Toowoomba","106","86","--","--","419","433","393","442","378","488","456","472","496","468","--","--","--","--","--","--","--","--","--","--","97%","99%","98%","95%","98%","93%","84%","88%","90%","96%","--","--","--","--","--","--","--","--","--","--"
"337","Glenview State School","Glenview Via Mooloolah","26","21","--","--","437","445","416","453","417","511","471","492","520","509","--","--","--","--","--","--","--","--","--","--","100%","100%","96%","100%","100%","94%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"1617","Glenwood State School","Glenwood","10","8","--","--","352","377","379","382","368","444","440","438","424","464","--","--","--","--","--","--","--","--","--","--","100%","86%","100%","100%","100%","86%","86%","86%","57%","86%","--","--","--","--","--","--","--","--","--","--"
"552","Gogango State School","Gogango","1","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5477","Gold Coast Christian College","Reedy Creek","27","25","15","16","452","412","402","465","431","515","506","494","521","515","581","536","550","551","564","554","444","555","525","587","100%","100%","100%","100%","100%","100%","100%","95%","100%","100%","100%","100%","100%","100%","100%","92%","54%","77%","85%","100%"
"1920","Golden Beach State School","Golden Beach","85","85","--","--","405","405","392","422","403","498","473","492","492","492","--","--","--","--","--","--","--","--","--","--","99%","97%","99%","97%","99%","95%","92%","97%","92%","97%","--","--","--","--","--","--","--","--","--","--"
"407","Gooburrum State School","Gooburrum Via Bundaberg","14","12","--","--","431","383","369","401","395","491","448","479","486","469","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","92%","83%","75%","100%","92%","83%","--","--","--","--","--","--","--","--","--","--"
"5437","Good Counsel College","Innisfail","--","--","86","98","--","--","--","--","--","--","--","--","--","--","540","510","541","550","539","584","543","588","583","606","--","--","--","--","--","--","--","--","--","--","96%","90%","94%","92%","99%","97%","79%","98%","96%","99%"
"5263","Good Counsel Primary School (Innisfail)","Innisfail","35","38","--","--","427","431","386","438","396","510","495","489","540","490","--","--","--","--","--","--","--","--","--","--","94%","100%","100%","100%","100%","97%","100%","97%","97%","100%","--","--","--","--","--","--","--","--","--","--"
"5768","Good News Lutheran School","Middle Park","58","53","--","--","470","445","442","487","464","531","508","531","574","553","--","--","--","--","--","--","--","--","--","--","98%","100%","98%","98%","100%","100%","100%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"5421","Good Shepherd Catholic College","Mount Isa","--","--","105","106","--","--","--","--","--","--","--","--","--","--","525","473","534","506","512","569","546","594","571","581","--","--","--","--","--","--","--","--","--","--","93%","74%","94%","88%","98%","90%","81%","91%","89%","95%"
"308","Good Shepherd Catholic Community School","Rasmussen","57","42","--","--","386","365","358","400","369","468","452","479","488","460","--","--","--","--","--","--","--","--","--","--","89%","88%","86%","91%","93%","88%","83%","88%","93%","95%","--","--","--","--","--","--","--","--","--","--"
"7612","Good Shepherd Catholic Primary School","Springfield Lakes","10","11","--","--","401","381","376","395","364","438","458","456","448","455","--","--","--","--","--","--","--","--","--","--","90%","100%","100%","90%","100%","90%","90%","90%","90%","100%","--","--","--","--","--","--","--","--","--","--"
"5161","Good Shepherd Christian School","Albany Creek","11","5","12","7","473","453","455","518","438","^","^","^","^","^","538","547","577","586","579","604","588","596","584","596","100%","100%","100%","100%","100%","^","^","^","^","^","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%"
"5520","Good Shepherd Lutheran College","Noosaville","77","60","90","81","481","447","425","478","434","512","474","496","519","507","587","529","570","573","578","602","569","596","577","610","100%","100%","99%","100%","100%","98%","95%","97%","98%","98%","99%","93%","95%","98%","99%","93%","88%","92%","90%","97%"
"3034","Goodna Special School","Goodna","7","10","12","11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"45","Goodna State School","Goodna","111","104","--","--","389","412","391","413","365","452","447","468","456","458","--","--","--","--","--","--","--","--","--","--","92%","98%","90%","91%","89%","86%","80%","84%","80%","92%","--","--","--","--","--","--","--","--","--","--"
"939","Goodwood State School","Goodwood","13","8","--","--","430","418","373","443","388","526","508","500","576","539","--","--","--","--","--","--","--","--","--","--","92%","85%","85%","92%","92%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"111","Goombungee State School","Goombungee","18","17","--","--","393","380","366","375","352","475","461","489","503","461","--","--","--","--","--","--","--","--","--","--","94%","100%","89%","100%","94%","88%","94%","94%","88%","94%","--","--","--","--","--","--","--","--","--","--"
