snapshot_date,snapshot_month,loan_id,state,lvr_band,borrower_type,property_type,employment_type,lender,arrears_bucket,days_in_arrears,arrears_amount,loan_amount
2024-02-01,Feb 2024,LMI10800,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,Macquarie,60,74,7985.12,1000700
2024-02-01,Feb 2024,LMI10827,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,30,29,10831.01,1386000
2024-02-01,Feb 2024,LMI10893,NSW,90-95%,Owner Occupier,Apartment,PAYG,Macquarie,30,36,8795.77,1561800
2024-02-01,Feb 2024,LMI10933,VIC,85-90%,Owner Occupier,Land,Contract,ANZ,30,45,6931.33,786400
2024-02-01,Feb 2024,LMI10943,ACT,85-90%,First Home Buyer,Townhouse,PAYG,Bendigo Bank,30,22,4206.19,747800
2024-02-01,Feb 2024,LMI10967,NSW,90-95%,First Home Buyer,Apartment,PAYG,ANZ,60,50,3457.68,986900
2024-02-01,Feb 2024,LMI11062,NSW,85-90%,Owner Occupier,House,Self-Employed,Commonwealth Bank,60,57,4614.58,684500
2024-02-01,Feb 2024,LMI11086,NSW,85-90%,Investor,House,Self-Employed,Westpac,30,26,11895.5,1560300
2024-02-01,Feb 2024,LMI11224,QLD,85-90%,First Home Buyer,House,Contract,Commonwealth Bank,30,39,2531.92,648700
2024-02-01,Feb 2024,LMI11272,NSW,85-90%,Investor,Apartment,Contract,Commonwealth Bank,30,18,2489.3,1061000
2024-02-01,Feb 2024,LMI11325,VIC,95%+,Refinancer,House,PAYG,Macquarie,60,52,3452.39,811300
2024-02-01,Feb 2024,LMI11480,SA,80-85%,Refinancer,House,Contract,Bank of Queensland,30,21,2826.69,547300
2024-02-01,Feb 2024,LMI11561,VIC,90-95%,Investor,Townhouse,Contract,ANZ,60,51,5888.61,949400
2024-02-01,Feb 2024,LMI11567,WA,90-95%,Owner Occupier,House,PAYG,Macquarie,30,22,1563.95,451500
2024-02-01,Feb 2024,LMI11568,NSW,85-90%,Investor,House,PAYG,Macquarie,30,24,6034.69,1420700
2024-02-01,Feb 2024,LMI11577,NSW,85-90%,Owner Occupier,Apartment,Self-Employed,Commonwealth Bank,60,63,9713.11,1181300
2024-02-01,Feb 2024,LMI11684,QLD,80-85%,Owner Occupier,House,PAYG,Bendigo Bank,30,20,2258.43,626000
2024-02-01,Feb 2024,LMI11707,NSW,85-90%,Owner Occupier,House,Self-Employed,Commonwealth Bank,60,63,5292.03,1545500
2024-02-01,Feb 2024,LMI11735,SA,80-85%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,35,1769.79,480900
2024-02-01,Feb 2024,LMI11746,QLD,90-95%,Owner Occupier,House,Contract,NAB,30,38,5889.4,731100
2024-02-01,Feb 2024,LMI11791,VIC,85-90%,First Home Buyer,House,Self-Employed,NAB,30,38,6325.35,732500
2024-02-01,Feb 2024,LMI11818,QLD,85-90%,Investor,House,PAYG,ANZ,30,41,1097.61,476900
2024-02-01,Feb 2024,LMI11828,VIC,80-85%,First Home Buyer,Apartment,Contract,Suncorp,30,23,2414.01,838100
2024-02-01,Feb 2024,LMI11833,NSW,90-95%,Owner Occupier,Apartment,PAYG,Westpac,30,31,11409.59,1462500
2024-02-01,Feb 2024,LMI11863,NSW,95%+,First Home Buyer,House,Self-Employed,AMP Bank,60,50,6370.56,1735400
2024-02-01,Feb 2024,LMI11915,WA,95%+,Investor,House,PAYG,Macquarie,60,74,3692.8,452600
2024-02-01,Feb 2024,LMI11927,NSW,95%+,First Home Buyer,House,PAYG,NAB,90,89,5570.67,1112200
2024-02-01,Feb 2024,LMI11971,VIC,90-95%,Owner Occupier,House,Self-Employed,ANZ,60,63,1527.3,718300
2024-03-01,Mar 2024,LMI10010,WA,95%+,Owner Occupier,House,PAYG,Westpac,30,29,5168.8,666800
2024-03-01,Mar 2024,LMI10017,NSW,85-90%,Owner Occupier,House,Contract,ANZ,30,38,5727.79,750600
2024-03-01,Mar 2024,LMI10063,NSW,90-95%,Owner Occupier,House,PAYG,NAB,30,43,9930.11,1530700
2024-03-01,Mar 2024,LMI10064,NSW,90-95%,Investor,Apartment,PAYG,Bendigo Bank,30,19,4558.6,1088100
2024-03-01,Mar 2024,LMI10130,QLD,90-95%,Owner Occupier,House,PAYG,Commonwealth Bank,60,57,3096.16,396900
2024-03-01,Mar 2024,LMI10143,WA,95%+,Investor,House,PAYG,NAB,60,53,1640.33,437300
2024-03-01,Mar 2024,LMI10167,NSW,85-90%,Owner Occupier,Townhouse,PAYG,Bank of Queensland,30,15,3330.06,1414300
2024-03-01,Mar 2024,LMI10173,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,90,85,2145.16,813900
2024-03-01,Mar 2024,LMI10270,QLD,95%+,Owner Occupier,Apartment,Self-Employed,ANZ,30,27,3434.09,768600
2024-03-01,Mar 2024,LMI10334,NSW,95%+,Investor,House,PAYG,NAB,30,24,13606.83,1548500
2024-03-01,Mar 2024,LMI10382,NSW,80-85%,Owner Occupier,Townhouse,PAYG,Commonwealth Bank,90+,114,9343.35,1267300
2024-03-01,Mar 2024,LMI10398,SA,85-90%,Owner Occupier,House,PAYG,Westpac,30,28,3207.95,396300
2024-03-01,Mar 2024,LMI10452,WA,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,22,2591.24,634300
2024-03-01,Mar 2024,LMI10538,NSW,80-85%,Owner Occupier,House,PAYG,ANZ,30,23,5512.55,1255300
2024-03-01,Mar 2024,LMI10564,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,29,8902.5,1453100
2024-03-01,Mar 2024,LMI10622,VIC,90-95%,Investor,House,PAYG,ANZ,90,85,3769.3,928600
2024-03-01,Mar 2024,LMI10674,VIC,85-90%,Investor,Apartment,Self-Employed,Bendigo Bank,30,40,3588.35,694100
2024-03-01,Mar 2024,LMI10699,NSW,95%+,Refinancer,Townhouse,PAYG,ANZ,60,61,3834.72,712300
2024-03-01,Mar 2024,LMI10718,NSW,80-85%,Investor,House,Self-Employed,NAB,60,74,5371.72,634900
2024-03-01,Mar 2024,LMI10925,VIC,85-90%,First Home Buyer,Apartment,Self-Employed,Westpac,30,34,3919.44,650300
2024-03-01,Mar 2024,LMI11019,NSW,≤80%,Owner Occupier,Townhouse,PAYG,Commonwealth Bank,30,23,4252.32,577800
2024-03-01,Mar 2024,LMI11025,VIC,90-95%,First Home Buyer,Apartment,PAYG,ANZ,30,37,8433.62,1041700
2024-03-01,Mar 2024,LMI11076,NSW,95%+,Investor,House,PAYG,Westpac,30,39,5537.57,1280300
2024-03-01,Mar 2024,LMI11112,VIC,90-95%,Investor,Townhouse,PAYG,ING,30,19,2432.28,807500
2024-03-01,Mar 2024,LMI11127,NSW,85-90%,Owner Occupier,House,PAYG,NAB,30,20,9360.69,1477400
2024-03-01,Mar 2024,LMI11223,NSW,80-85%,Owner Occupier,Apartment,Self-Employed,Westpac,30,20,5934.17,745700
2024-03-01,Mar 2024,LMI11276,NSW,≤80%,Refinancer,House,PAYG,Westpac,90,76,2364.15,782200
2024-03-01,Mar 2024,LMI11281,NSW,90-95%,Owner Occupier,House,PAYG,Westpac,30,35,6644.22,1456900
2024-03-01,Mar 2024,LMI11290,VIC,85-90%,First Home Buyer,Townhouse,PAYG,ANZ,30,44,1413.79,704700
2024-03-01,Mar 2024,LMI11304,NSW,90-95%,Owner Occupier,House,PAYG,Commonwealth Bank,30,33,5051.07,1425700
2024-03-01,Mar 2024,LMI11335,VIC,95%+,Investor,Apartment,PAYG,Commonwealth Bank,60,70,1954.46,765600
2024-03-01,Mar 2024,LMI11358,NSW,85-90%,Investor,House,PAYG,NAB,30,36,5789.9,1415400
2024-03-01,Mar 2024,LMI11367,VIC,85-90%,Investor,Land,Self-Employed,ANZ,90,77,2196.31,589200
2024-03-01,Mar 2024,LMI11374,WA,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,34,2452.03,380800
2024-03-01,Mar 2024,LMI11417,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,22,2151.82,833900
2024-03-01,Mar 2024,LMI11488,NSW,90-95%,Investor,House,Self-Employed,Westpac,30,40,5401.59,961000
2024-03-01,Mar 2024,LMI11531,NSW,80-85%,Owner Occupier,Apartment,PAYG,Westpac,30,27,4014.96,656100
2024-03-01,Mar 2024,LMI11586,NSW,95%+,Owner Occupier,Apartment,PAYG,NAB,30,27,4044.55,1696800
2024-03-01,Mar 2024,LMI11594,NSW,85-90%,Owner Occupier,Apartment,PAYG,Westpac,30,20,4653.1,1124200
2024-03-01,Mar 2024,LMI11601,NSW,80-85%,First Home Buyer,Apartment,PAYG,Westpac,30,44,5979.02,1329100
2024-03-01,Mar 2024,LMI11604,NSW,95%+,First Home Buyer,Land,PAYG,ANZ,30,21,8596.29,1360800
2024-03-01,Mar 2024,LMI11683,VIC,90-95%,Investor,Apartment,Self-Employed,ANZ,30,42,2428.0,778700
2024-03-01,Mar 2024,LMI11700,VIC,85-90%,Investor,Apartment,PAYG,Commonwealth Bank,30,23,2140.79,771200
2024-03-01,Mar 2024,LMI11714,VIC,85-90%,Refinancer,House,PAYG,Bendigo Bank,60,59,8107.68,940500
2024-03-01,Mar 2024,LMI11740,NSW,80-85%,Owner Occupier,Townhouse,Contract,Commonwealth Bank,30,26,5596.01,962400
2024-03-01,Mar 2024,LMI11759,VIC,90-95%,Investor,House,PAYG,Bank of Queensland,30,27,7623.94,1173200
2024-03-01,Mar 2024,LMI11761,NSW,80-85%,Owner Occupier,House,Self-Employed,Macquarie,30,32,7839.68,1401300
2024-03-01,Mar 2024,LMI11879,NSW,90-95%,Investor,House,PAYG,NAB,30,24,9237.24,1093600
2024-04-01,Apr 2024,LMI10133,NSW,90-95%,First Home Buyer,House,Self-Employed,ING,90,90,3776.4,944900
2024-04-01,Apr 2024,LMI10151,VIC,85-90%,Investor,Apartment,PAYG,Westpac,30,36,5372.06,704500
2024-04-01,Apr 2024,LMI10177,VIC,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,90,87,6762.12,1006200
2024-04-01,Apr 2024,LMI10202,QLD,90-95%,First Home Buyer,Townhouse,Contract,Commonwealth Bank,30,37,3450.67,759300
2024-04-01,Apr 2024,LMI10224,NSW,≤80%,Investor,Apartment,PAYG,Westpac,30,36,11120.4,1250900
2024-04-01,Apr 2024,LMI10229,VIC,80-85%,First Home Buyer,Apartment,PAYG,ANZ,30,38,4016.2,760800
2024-04-01,Apr 2024,LMI10254,VIC,80-85%,First Home Buyer,Townhouse,PAYG,Macquarie,30,44,4441.08,659900
2024-04-01,Apr 2024,LMI10261,VIC,90-95%,Owner Occupier,House,PAYG,Bendigo Bank,30,21,1591.49,540900
2024-04-01,Apr 2024,LMI10272,WA,90-95%,Owner Occupier,Apartment,PAYG,NAB,30,37,2173.19,502600
2024-04-01,Apr 2024,LMI10331,QLD,85-90%,First Home Buyer,House,PAYG,Commonwealth Bank,30,22,6126.59,702200
2024-04-01,Apr 2024,LMI10392,NSW,95%+,Owner Occupier,Apartment,PAYG,ANZ,30,26,2083.66,820500
2024-04-01,Apr 2024,LMI10428,VIC,90-95%,Owner Occupier,House,PAYG,ING,30,38,2344.39,708700
2024-04-01,Apr 2024,LMI10436,NSW,90-95%,First Home Buyer,House,Self-Employed,Macquarie,90+,124,7753.5,1114200
2024-04-01,Apr 2024,LMI10478,VIC,90-95%,First Home Buyer,Apartment,Contract,Westpac,60,52,6553.3,835800
2024-04-01,Apr 2024,LMI10481,SA,90-95%,Owner Occupier,Apartment,Self-Employed,ANZ,30,40,5303.16,606100
2024-04-01,Apr 2024,LMI10538,NSW,80-85%,Owner Occupier,House,PAYG,ANZ,30,33,2571.06,1255300
2024-04-01,Apr 2024,LMI10602,NSW,90-95%,Investor,Townhouse,PAYG,Commonwealth Bank,60,62,8154.97,1306000
2024-04-01,Apr 2024,LMI10611,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,ING,90+,157,6288.35,945500
2024-04-01,Apr 2024,LMI10625,QLD,85-90%,Owner Occupier,House,PAYG,ING,30,38,2596.2,505100
2024-04-01,Apr 2024,LMI10685,QLD,85-90%,Investor,Townhouse,Self-Employed,Westpac,30,16,2522.3,392500
2024-04-01,Apr 2024,LMI10700,VIC,85-90%,Investor,House,PAYG,Commonwealth Bank,30,30,7038.56,1070900
2024-04-01,Apr 2024,LMI10725,VIC,95%+,Investor,Apartment,PAYG,Commonwealth Bank,30,31,6307.74,1177900
2024-04-01,Apr 2024,LMI10821,NSW,90-95%,Owner Occupier,House,Contract,ANZ,30,18,10020.44,1533700
2024-04-01,Apr 2024,LMI10830,QLD,90-95%,Investor,Apartment,PAYG,Commonwealth Bank,30,20,1221.38,542700
2024-04-01,Apr 2024,LMI10831,SA,95%+,First Home Buyer,House,Contract,NAB,30,26,6128.7,699300
2024-04-01,Apr 2024,LMI10865,QLD,95%+,Refinancer,House,PAYG,Commonwealth Bank,30,28,4824.03,784600
2024-04-01,Apr 2024,LMI10867,TAS,90-95%,Owner Occupier,Apartment,Self-Employed,ANZ,30,45,1619.49,357600
2024-04-01,Apr 2024,LMI10905,ACT,80-85%,Refinancer,House,PAYG,ANZ,30,41,4605.29,566000
2024-04-01,Apr 2024,LMI10929,QLD,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,29,1911.84,735000
2024-04-01,Apr 2024,LMI10930,VIC,95%+,Owner Occupier,House,Self-Employed,Westpac,60,74,7799.14,1202200
2024-04-01,Apr 2024,LMI10948,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,30,23,8405.19,1613000
2024-04-01,Apr 2024,LMI10972,NSW,≤80%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,22,4101.47,577700
2024-04-01,Apr 2024,LMI10993,NSW,95%+,Owner Occupier,Townhouse,PAYG,Bendigo Bank,60,46,2506.88,908200
2024-04-01,Apr 2024,LMI11043,QLD,90-95%,Owner Occupier,House,PAYG,NAB,30,34,2930.44,541800
2024-04-01,Apr 2024,LMI11096,QLD,90-95%,Investor,House,Contract,Bendigo Bank,30,17,1976.93,439200
2024-04-01,Apr 2024,LMI11115,VIC,85-90%,Investor,House,PAYG,Westpac,30,44,2607.75,880400
2024-04-01,Apr 2024,LMI11186,NSW,90-95%,Owner Occupier,House,Self-Employed,ANZ,90,84,4128.89,738800
2024-04-01,Apr 2024,LMI11220,QLD,90-95%,First Home Buyer,Townhouse,Self-Employed,Commonwealth Bank,30,32,1274.44,635000
2024-04-01,Apr 2024,LMI11236,VIC,90-95%,Investor,Apartment,Self-Employed,ANZ,30,42,5761.69,682400
2024-04-01,Apr 2024,LMI11281,NSW,90-95%,Owner Occupier,House,PAYG,Westpac,30,43,3960.33,1456900
2024-04-01,Apr 2024,LMI11282,NSW,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,26,2845.07,696200
2024-04-01,Apr 2024,LMI11285,QLD,95%+,Investor,Townhouse,PAYG,ANZ,30,35,3448.19,440000
2024-04-01,Apr 2024,LMI11306,NSW,95%+,First Home Buyer,House,PAYG,Bank of Queensland,30,38,5366.71,1259000
2024-04-01,Apr 2024,LMI11311,QLD,90-95%,Investor,House,Self-Employed,ANZ,30,26,2618.66,601300
2024-04-01,Apr 2024,LMI11326,NSW,90-95%,Owner Occupier,Townhouse,PAYG,Commonwealth Bank,30,32,4426.26,816100
2024-04-01,Apr 2024,LMI11378,NSW,95%+,Owner Occupier,Apartment,Self-Employed,Commonwealth Bank,30,24,3825.81,1127000
2024-04-01,Apr 2024,LMI11398,NSW,85-90%,Owner Occupier,House,PAYG,Bendigo Bank,30,41,6526.86,777300
2024-04-01,Apr 2024,LMI11457,QLD,90-95%,Owner Occupier,House,PAYG,ANZ,90,80,3476.53,542700
2024-04-01,Apr 2024,LMI11462,NSW,95%+,Owner Occupier,House,Self-Employed,ANZ,30,43,5098.12,1568300
2024-04-01,Apr 2024,LMI11488,NSW,90-95%,Investor,House,Self-Employed,Westpac,60,70,3475.23,961000
2024-04-01,Apr 2024,LMI11598,NSW,80-85%,Investor,House,Contract,Commonwealth Bank,60,60,2344.86,638100
2024-04-01,Apr 2024,LMI11638,ACT,85-90%,Owner Occupier,House,PAYG,Suncorp,30,45,5557.12,746500
2024-04-01,Apr 2024,LMI11676,NSW,80-85%,First Home Buyer,House,Self-Employed,Westpac,30,17,6656.46,1258900
2024-04-01,Apr 2024,LMI11718,WA,≤80%,Owner Occupier,House,PAYG,Commonwealth Bank,30,28,2209.03,505400
2024-04-01,Apr 2024,LMI11771,NSW,80-85%,First Home Buyer,House,Self-Employed,Bendigo Bank,30,31,3983.58,931600
2024-04-01,Apr 2024,LMI11779,WA,80-85%,First Home Buyer,House,PAYG,ANZ,30,43,1746.39,331800
2024-04-01,Apr 2024,LMI11795,QLD,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,42,2960.92,445600
2024-04-01,Apr 2024,LMI11875,VIC,90-95%,Investor,Apartment,PAYG,Macquarie,30,21,1537.88,578800
2024-04-01,Apr 2024,LMI11915,WA,95%+,Investor,House,PAYG,Macquarie,30,32,1270.46,452600
2024-04-01,Apr 2024,LMI11921,NSW,90-95%,First Home Buyer,Apartment,PAYG,Westpac,90,82,10376.79,1277800
2024-04-01,Apr 2024,LMI11962,VIC,85-90%,Owner Occupier,House,Contract,Westpac,30,29,4434.03,1039500
2024-05-01,May 2024,LMI10010,WA,95%+,Owner Occupier,House,PAYG,Westpac,90+,179,4737.41,666800
2024-05-01,May 2024,LMI10019,NSW,95%+,Owner Occupier,Apartment,PAYG,Westpac,90+,162,9386.07,1092700
2024-05-01,May 2024,LMI10041,QLD,85-90%,Owner Occupier,House,PAYG,ANZ,30,21,6684.3,744700
2024-05-01,May 2024,LMI10083,WA,95%+,First Home Buyer,Apartment,PAYG,ANZ,30,42,6060.88,804400
2024-05-01,May 2024,LMI10111,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,30,28,4249.68,1075700
2024-05-01,May 2024,LMI10136,VIC,90-95%,Investor,Apartment,Contract,ANZ,30,18,2281.63,736300
2024-05-01,May 2024,LMI10147,WA,90-95%,First Home Buyer,Apartment,Self-Employed,Westpac,30,45,4609.36,597800
2024-05-01,May 2024,LMI10209,NSW,90-95%,First Home Buyer,House,PAYG,ING,30,23,3945.0,834900
2024-05-01,May 2024,LMI10210,NSW,90-95%,First Home Buyer,House,PAYG,NAB,30,29,3559.73,896300
2024-05-01,May 2024,LMI10302,NSW,90-95%,Owner Occupier,Apartment,PAYG,NAB,30,17,3615.51,1214800
2024-05-01,May 2024,LMI10360,QLD,80-85%,Investor,House,PAYG,Commonwealth Bank,30,33,3359.19,600300
2024-05-01,May 2024,LMI10392,NSW,95%+,Owner Occupier,Apartment,PAYG,ANZ,30,25,4276.28,820500
2024-05-01,May 2024,LMI10399,VIC,90-95%,First Home Buyer,House,Self-Employed,Bendigo Bank,30,43,4417.37,720300
2024-05-01,May 2024,LMI10508,VIC,90-95%,Owner Occupier,House,Self-Employed,ANZ,30,18,3227.25,697900
2024-05-01,May 2024,LMI10555,VIC,95%+,First Home Buyer,Apartment,PAYG,NAB,60,58,1789.95,888100
2024-05-01,May 2024,LMI10564,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,60,68,12929.31,1453100
2024-05-01,May 2024,LMI10626,VIC,85-90%,First Home Buyer,Townhouse,PAYG,Commonwealth Bank,60,71,3354.8,975200
2024-05-01,May 2024,LMI10657,VIC,90-95%,Owner Occupier,House,PAYG,Commonwealth Bank,30,36,2237.65,875400
2024-05-01,May 2024,LMI10694,SA,85-90%,Owner Occupier,House,PAYG,NAB,30,23,2596.42,447600
2024-05-01,May 2024,LMI10721,VIC,95%+,First Home Buyer,House,PAYG,Macquarie,30,37,2684.66,890500
2024-05-01,May 2024,LMI10869,NSW,85-90%,First Home Buyer,House,PAYG,NAB,30,40,8171.06,1467800
2024-05-01,May 2024,LMI10874,VIC,90-95%,Investor,House,PAYG,Commonwealth Bank,60,75,4173.85,1181400
2024-05-01,May 2024,LMI10967,NSW,90-95%,First Home Buyer,Apartment,PAYG,ANZ,30,35,4933.7,986900
2024-05-01,May 2024,LMI10971,QLD,85-90%,Owner Occupier,Apartment,PAYG,Westpac,60,48,4002.39,787400
2024-05-01,May 2024,LMI11011,QLD,95%+,Owner Occupier,Townhouse,PAYG,NAB,30,27,2900.16,454200
2024-05-01,May 2024,LMI11040,SA,90-95%,Owner Occupier,House,PAYG,NAB,60,74,1332.51,328300
2024-05-01,May 2024,LMI11041,WA,85-90%,First Home Buyer,House,PAYG,Bendigo Bank,90+,138,5801.15,719800
2024-05-01,May 2024,LMI11056,QLD,85-90%,Owner Occupier,Townhouse,Contract,ING,30,45,4628.84,519000
2024-05-01,May 2024,LMI11119,SA,90-95%,Owner Occupier,House,PAYG,ANZ,30,40,3550.0,416000
2024-05-01,May 2024,LMI11131,VIC,80-85%,Investor,House,Contract,Westpac,30,42,5071.55,856000
2024-05-01,May 2024,LMI11142,VIC,90-95%,Investor,Apartment,PAYG,ANZ,30,18,2547.94,973700
2024-05-01,May 2024,LMI11251,NSW,90-95%,Owner Occupier,Apartment,Contract,ANZ,90,86,9947.96,1449300
2024-05-01,May 2024,LMI11282,NSW,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,17,6258.67,696200
2024-05-01,May 2024,LMI11304,NSW,90-95%,Owner Occupier,House,PAYG,Commonwealth Bank,30,29,2884.02,1425700
2024-05-01,May 2024,LMI11343,NSW,90-95%,First Home Buyer,House,PAYG,Westpac,60,46,1407.08,687000
2024-05-01,May 2024,LMI11418,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,30,23,9823.82,1161300
2024-05-01,May 2024,LMI11478,NSW,90-95%,Owner Occupier,House,PAYG,NAB,30,41,9179.61,1082800
2024-05-01,May 2024,LMI11560,QLD,85-90%,First Home Buyer,House,PAYG,AMP Bank,30,39,2067.31,496400
2024-05-01,May 2024,LMI11586,NSW,95%+,Owner Occupier,Apartment,PAYG,NAB,60,72,13877.89,1696800
2024-05-01,May 2024,LMI11609,VIC,80-85%,Owner Occupier,House,PAYG,Macquarie,60,50,6680.61,944800
2024-05-01,May 2024,LMI11617,QLD,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,40,1200.61,402200
2024-05-01,May 2024,LMI11621,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,30,39,7319.21,1234200
2024-05-01,May 2024,LMI11641,NSW,95%+,Owner Occupier,House,Self-Employed,Bendigo Bank,30,38,5838.05,1366200
2024-05-01,May 2024,LMI11752,NSW,90-95%,Investor,House,Contract,Westpac,30,17,6761.53,1151100
2024-05-01,May 2024,LMI11785,NSW,85-90%,First Home Buyer,House,PAYG,ANZ,30,36,5503.39,1169900
2024-05-01,May 2024,LMI11804,NSW,90-95%,First Home Buyer,House,PAYG,ANZ,30,33,9184.99,1147900
2024-05-01,May 2024,LMI11806,NSW,90-95%,Investor,Apartment,PAYG,ING,30,19,9930.85,1131200
2024-05-01,May 2024,LMI11818,QLD,85-90%,Investor,House,PAYG,ANZ,30,33,2664.79,476900
2024-05-01,May 2024,LMI11851,VIC,80-85%,Owner Occupier,House,PAYG,Macquarie,30,28,2207.85,818700
2024-05-01,May 2024,LMI11894,NSW,90-95%,First Home Buyer,House,PAYG,Macquarie,30,35,6443.52,830200
2024-05-01,May 2024,LMI11907,VIC,80-85%,Owner Occupier,House,PAYG,Bendigo Bank,30,15,6354.29,793400
2024-05-01,May 2024,LMI11944,VIC,90-95%,First Home Buyer,Townhouse,PAYG,NAB,30,28,6565.68,1113700
2024-05-01,May 2024,LMI11959,SA,90-95%,First Home Buyer,House,PAYG,NAB,30,38,4899.51,568000
2024-06-01,Jun 2024,LMI10056,NSW,80-85%,Investor,House,PAYG,Westpac,30,20,4261.25,1345400
2024-06-01,Jun 2024,LMI10075,SA,90-95%,Investor,House,PAYG,Westpac,30,36,2049.85,499200
2024-06-01,Jun 2024,LMI10077,NSW,80-85%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,38,5427.46,1391900
2024-06-01,Jun 2024,LMI10098,QLD,85-90%,Investor,House,PAYG,Westpac,30,16,5474.16,653300
2024-06-01,Jun 2024,LMI10148,VIC,90-95%,Investor,House,PAYG,ANZ,30,19,3257.75,687500
2024-06-01,Jun 2024,LMI10194,QLD,95%+,Investor,House,PAYG,NAB,30,39,2512.75,451500
2024-06-01,Jun 2024,LMI10289,NSW,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,30,36,3539.98,1301000
2024-06-01,Jun 2024,LMI10309,SA,90-95%,Owner Occupier,Townhouse,PAYG,NAB,30,22,1652.29,571100
2024-06-01,Jun 2024,LMI10324,SA,85-90%,First Home Buyer,House,PAYG,ANZ,30,19,1184.72,478700
2024-06-01,Jun 2024,LMI10325,NSW,≤80%,First Home Buyer,House,PAYG,Bank of Queensland,30,45,6301.61,842600
2024-06-01,Jun 2024,LMI10334,NSW,95%+,Investor,House,PAYG,NAB,30,33,7497.7,1548500
2024-06-01,Jun 2024,LMI10380,SA,90-95%,Owner Occupier,House,Self-Employed,AMP Bank,60,69,1246.17,373500
2024-06-01,Jun 2024,LMI10402,VIC,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,24,4300.54,657500
2024-06-01,Jun 2024,LMI10412,VIC,95%+,First Home Buyer,House,PAYG,NAB,60,72,8238.81,997200
2024-06-01,Jun 2024,LMI10418,QLD,85-90%,First Home Buyer,Apartment,PAYG,Westpac,60,50,2455.69,428400
2024-06-01,Jun 2024,LMI10469,WA,90-95%,Owner Occupier,Townhouse,PAYG,Macquarie,30,19,1262.06,485200
2024-06-01,Jun 2024,LMI10475,NSW,90-95%,Owner Occupier,House,PAYG,Bank of Queensland,30,27,1507.67,739600
2024-06-01,Jun 2024,LMI10481,SA,90-95%,Owner Occupier,Apartment,Self-Employed,ANZ,30,20,3931.3,606100
2024-06-01,Jun 2024,LMI10498,NSW,85-90%,First Home Buyer,Apartment,PAYG,Macquarie,30,36,3599.05,740100
2024-06-01,Jun 2024,LMI10511,QLD,90-95%,First Home Buyer,House,Self-Employed,Westpac,30,35,4105.82,672300
2024-06-01,Jun 2024,LMI10515,VIC,90-95%,Investor,House,PAYG,ING,30,37,5288.94,743700
2024-06-01,Jun 2024,LMI10531,NSW,85-90%,Investor,Apartment,PAYG,Macquarie,90+,138,3089.19,731300
2024-06-01,Jun 2024,LMI10640,VIC,85-90%,First Home Buyer,House,PAYG,ANZ,30,18,4107.66,666600
2024-06-01,Jun 2024,LMI10655,QLD,90-95%,Owner Occupier,Apartment,Self-Employed,Westpac,90+,129,5170.26,769400
2024-06-01,Jun 2024,LMI10668,QLD,90-95%,Investor,Apartment,PAYG,Commonwealth Bank,30,15,5124.33,811700
2024-06-01,Jun 2024,LMI10732,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,30,36,7236.93,834500
2024-06-01,Jun 2024,LMI10740,VIC,90-95%,Refinancer,House,PAYG,Commonwealth Bank,30,27,5190.18,715700
2024-06-01,Jun 2024,LMI10815,NSW,90-95%,Investor,House,PAYG,Westpac,60,52,4692.03,1232300
2024-06-01,Jun 2024,LMI10831,SA,95%+,First Home Buyer,House,Contract,NAB,30,43,2850.77,699300
2024-06-01,Jun 2024,LMI10848,NSW,85-90%,Owner Occupier,House,Contract,ANZ,30,26,4716.53,1191000
2024-06-01,Jun 2024,LMI10884,WA,85-90%,Investor,House,PAYG,NAB,60,54,3700.3,586800
2024-06-01,Jun 2024,LMI10890,VIC,85-90%,Refinancer,Apartment,PAYG,Macquarie,30,45,4208.07,558300
2024-06-01,Jun 2024,LMI10943,ACT,85-90%,First Home Buyer,Townhouse,PAYG,Bendigo Bank,90+,178,3041.94,747800
