loan_id,certificate_number,origination_date,settlement_date,vintage_year,lender,lender_channel,state,suburb,postcode,property_type,borrower_type,employment_type,lvr,lvr_band,property_value,loan_amount,insured_amount,premium_amount,loan_status
LMI10679,CERT-2021-00679,2021-04-26,2021-06-07,2021,Commonwealth Bank,Mortgage Broker,QLD,Maroochydore,4217,Apartment,Owner Occupier,PAYG,85.51,85-90%,559000,478000,478000,6700,Closed
LMI10680,CERT-2023-00680,2023-10-15,2023-11-02,2023,Westpac,Mortgage Broker,NSW,Parramatta,2300,House,Investor,PAYG,87.89,85-90%,961000,844600,844600,11800,Active
LMI10681,CERT-2021-00681,2021-03-23,2021-05-03,2021,Commonwealth Bank,Mortgage Broker,NSW,Wollongong,2750,House,Owner Occupier,PAYG,84.8,80-85%,935000,792900,792900,7150,Active
LMI10682,CERT-2022-00682,2022-03-09,2022-03-25,2022,Macquarie,Online / Direct,SA,Victor Harbor,5000,House,First Home Buyer,PAYG,81.15,80-85%,715000,580200,580200,5200,Active
LMI10683,CERT-2019-00683,2019-12-27,2020-01-15,2019,Bendigo Bank,Mortgage Broker,QLD,Toowoomba,4700,Apartment,First Home Buyer,Self-Employed,86.34,85-90%,495000,427400,427400,6000,Active
LMI10684,CERT-2023-00684,2023-03-23,2023-04-25,2023,ANZ,Mortgage Broker,NSW,Wollongong,2150,House,Owner Occupier,PAYG,96.09,95%+,898000,862900,862900,25900,Active
LMI10685,CERT-2023-00685,2023-05-23,2023-06-18,2023,Westpac,Online / Direct,QLD,Sunshine Coast,4217,Townhouse,Investor,Self-Employed,85.15,85-90%,461000,392500,392500,5500,Active
LMI10686,CERT-2019-00686,2019-10-30,2019-12-14,2019,ANZ,Bank Branch,NSW,Penrith,2150,House,Investor,PAYG,82.35,80-85%,1653000,1361200,1361200,12250,Closed
LMI10687,CERT-2020-00687,2020-03-23,2020-04-18,2020,Westpac,Online / Direct,VIC,Geelong,3121,Townhouse,Owner Occupier,PAYG,95.38,95%+,883000,842200,842200,25250,Active
LMI10688,CERT-2021-00688,2021-10-25,2021-11-15,2021,Westpac,Mortgage Broker,WA,Armadale,6050,House,Investor,PAYG,78.45,≤80%,709000,556200,556200,2800,Active
LMI10689,CERT-2022-00689,2022-05-03,2022-05-27,2022,NAB,Mortgage Broker,NSW,Bondi,2300,Apartment,Investor,Contract,85.97,85-90%,1306000,1122800,1122800,15700,Active
LMI10690,CERT-2019-00690,2019-07-03,2019-07-18,2019,Commonwealth Bank,Mortgage Broker,NSW,Gosford,2750,House,First Home Buyer,PAYG,84.2,80-85%,1386000,1167000,1167000,10500,Active
LMI10691,CERT-2021-00691,2021-02-19,2021-03-12,2021,Bank of Queensland,Mortgage Broker,VIC,Ringwood,3145,Apartment,Owner Occupier,Contract,82.33,80-85%,721000,593600,593600,5350,Active
LMI10692,CERT-2022-00692,2022-09-10,2022-10-10,2022,Commonwealth Bank,Online / Direct,QLD,Maroochydore,4122,House,First Home Buyer,PAYG,86.41,85-90%,583000,503800,503800,7050,Active
LMI10693,CERT-2022-00693,2022-05-13,2022-06-16,2022,ANZ,Mortgage Broker,VIC,Geelong,3121,Apartment,Owner Occupier,PAYG,94.12,90-95%,821000,772700,772700,16250,Active
LMI10694,CERT-2021-00694,2021-03-10,2021-04-04,2021,NAB,Bank Branch,SA,Mount Gambier,5011,House,Owner Occupier,PAYG,89.7,85-90%,499000,447600,447600,6250,Active
LMI10695,CERT-2019-00695,2019-11-22,2019-12-26,2019,NAB,Mortgage Broker,QLD,Brisbane CBD,4122,House,Owner Occupier,Contract,97.53,95%+,528000,515000,515000,15450,In Arrears
LMI10696,CERT-2019-00696,2019-09-25,2019-11-07,2019,Westpac,Mortgage Broker,NSW,Liverpool,2300,House,Investor,Self-Employed,88.74,85-90%,1405000,1246800,1246800,17450,Active
LMI10697,CERT-2024-00697,2024-03-29,2024-04-21,2024,Commonwealth Bank,Online / Direct,QLD,Gold Coast,4217,House,First Home Buyer,PAYG,91.45,90-95%,753000,688600,688600,14450,Active
LMI10698,CERT-2024-00698,2024-02-13,2024-03-11,2024,Commonwealth Bank,Online / Direct,NSW,Newcastle,2000,House,Owner Occupier,PAYG,84.24,80-85%,1142000,962000,962000,8650,Active
LMI10699,CERT-2020-00699,2020-01-04,2020-02-06,2020,ANZ,Bank Branch,NSW,Chatswood,2750,Townhouse,Refinancer,PAYG,97.44,95%+,731000,712300,712300,21350,In Arrears
LMI10700,CERT-2023-00700,2023-02-27,2023-03-29,2023,Commonwealth Bank,Mortgage Broker,VIC,Werribee,3000,House,Investor,PAYG,85.88,85-90%,1247000,1070900,1070900,15000,Active
LMI10701,CERT-2023-00701,2023-01-30,2023-02-21,2023,NAB,Mortgage Broker,NSW,Campbelltown,2010,House,Investor,PAYG,86.18,85-90%,1009000,869600,869600,12150,Active
LMI10702,CERT-2020-00702,2020-02-10,2020-03-12,2020,Commonwealth Bank,Bank Branch,SA,Port Augusta,5108,Apartment,Owner Occupier,PAYG,95.83,95%+,706000,676600,676600,20300,In Arrears
LMI10703,CERT-2019-00703,2019-08-09,2019-09-16,2019,Westpac,Online / Direct,VIC,Dandenong,3220,Townhouse,First Home Buyer,PAYG,86.66,85-90%,889000,770400,770400,10800,Active
LMI10704,CERT-2021-00704,2021-12-22,2022-01-27,2021,Macquarie,Mortgage Broker,VIC,Ringwood,3070,House,Owner Occupier,PAYG,94.76,90-95%,867000,821600,821600,17250,In Arrears
LMI10705,CERT-2019-00705,2019-01-23,2019-02-27,2019,Commonwealth Bank,Bank Branch,QLD,Mackay,4051,House,First Home Buyer,PAYG,81.66,80-85%,533000,435200,435200,3900,Active
LMI10706,CERT-2022-00706,2022-10-06,2022-10-24,2022,Westpac,Bank Branch,QLD,Ipswich,4350,House,Investor,PAYG,97.44,95%+,724000,705500,705500,21150,Active
LMI10707,CERT-2019-00707,2019-12-17,2020-01-20,2019,Suncorp,Online / Direct,ACT,Forde,2600,House,Investor,PAYG,85.71,85-90%,933000,799700,799700,11200,Active
LMI10708,CERT-2022-00708,2022-08-13,2022-08-28,2022,Westpac,Bank Branch,WA,Cannington,6050,House,First Home Buyer,Self-Employed,95.21,95%+,413000,393200,393200,11800,In Arrears
LMI10709,CERT-2021-00709,2021-07-19,2021-09-02,2021,Commonwealth Bank,Bank Branch,VIC,Craigieburn,3070,Apartment,First Home Buyer,Contract,69.48,≤80%,1191000,827500,827500,4150,Active
LMI10710,CERT-2019-00710,2019-06-30,2019-07-26,2019,Bank of Queensland,Online / Direct,WA,Perth CBD,6100,House,Investor,PAYG,91.21,90-95%,720000,656700,656700,13800,Closed
LMI10711,CERT-2022-00711,2022-06-08,2022-07-16,2022,ANZ,Bank Branch,SA,Marion,5008,Apartment,Investor,Self-Employed,81.71,80-85%,450000,367700,367700,3300,Active
LMI10712,CERT-2019-00712,2019-09-08,2019-10-07,2019,Commonwealth Bank,Bank Branch,TAS,Sorell,7050,House,First Home Buyer,PAYG,87.29,85-90%,485000,423400,423400,5950,Closed
LMI10713,CERT-2020-00713,2020-02-26,2020-03-15,2020,ANZ,Mortgage Broker,WA,Joondalup,6160,House,First Home Buyer,Self-Employed,93.7,90-95%,415000,388900,388900,8150,Active
LMI10714,CERT-2024-00714,2024-04-18,2024-05-21,2024,Bank of Queensland,Bank Branch,QLD,Gold Coast,4207,House,Refinancer,Self-Employed,86.64,85-90%,796000,689700,689700,9650,Active
LMI10715,CERT-2020-00715,2020-07-23,2020-09-02,2020,Commonwealth Bank,Online / Direct,VIC,Dandenong,3220,Apartment,First Home Buyer,Self-Employed,91.02,90-95%,698000,635300,635300,13350,Closed
LMI10716,CERT-2021-00716,2021-07-16,2021-08-21,2021,Commonwealth Bank,Mortgage Broker,NSW,Liverpool,2150,House,First Home Buyer,PAYG,74.93,≤80%,1007000,754500,754500,3750,Active
LMI10717,CERT-2021-00717,2021-05-15,2021-06-10,2021,ANZ,Mortgage Broker,NSW,Maitland,2200,Apartment,Owner Occupier,Contract,93.69,90-95%,1038000,972500,972500,20400,Closed
LMI10718,CERT-2020-00718,2020-06-29,2020-07-28,2020,NAB,Mortgage Broker,NSW,Bondi,2750,House,Investor,Self-Employed,80.27,80-85%,791000,634900,634900,5700,Active
LMI10719,CERT-2020-00719,2020-12-12,2021-01-13,2020,Bank of Queensland,Mortgage Broker,NSW,Gosford,2020,Apartment,Investor,PAYG,83.95,80-85%,1482000,1244100,1244100,11200,Active
LMI10720,CERT-2020-00720,2020-11-11,2020-12-24,2020,Commonwealth Bank,Bank Branch,NSW,Sydney CBD,2100,House,Owner Occupier,Self-Employed,90.92,90-95%,873000,793700,793700,16650,Claim Paid
LMI10721,CERT-2021-00721,2021-09-27,2021-10-26,2021,Macquarie,Mortgage Broker,VIC,Ballarat,3220,House,First Home Buyer,PAYG,96.79,95%+,920000,890500,890500,26700,Default
LMI10722,CERT-2023-00722,2023-02-13,2023-03-21,2023,Westpac,Bank Branch,NSW,Penrith,2170,House,Owner Occupier,Self-Employed,92.32,90-95%,1789000,1651600,1651600,34700,Active
LMI10723,CERT-2022-00723,2022-05-05,2022-06-18,2022,Commonwealth Bank,Online / Direct,QLD,Maroochydore,4700,Apartment,Owner Occupier,PAYG,94.52,90-95%,480000,453700,453700,9550,Active
LMI10724,CERT-2024-00724,2024-06-16,2024-07-27,2024,NAB,Online / Direct,VIC,Ringwood,3011,Apartment,Owner Occupier,Self-Employed,83.73,80-85%,839000,702500,702500,6300,Active
LMI10725,CERT-2020-00725,2020-06-27,2020-08-02,2020,Commonwealth Bank,Mortgage Broker,VIC,Ballarat,3055,Apartment,Investor,PAYG,96.63,95%+,1219000,1177900,1177900,35350,Active
LMI10726,CERT-2020-00726,2020-12-11,2021-01-12,2020,NAB,Mortgage Broker,QLD,Toowoomba,4010,House,Owner Occupier,PAYG,88.98,85-90%,478000,425300,425300,5950,Claim Paid
LMI10727,CERT-2021-00727,2021-07-18,2021-08-03,2021,Commonwealth Bank,Mortgage Broker,VIC,Ballarat,3145,Apartment,First Home Buyer,PAYG,81.54,80-85%,736000,600100,600100,5400,Active
LMI10728,CERT-2024-00728,2024-05-17,2024-06-09,2024,Commonwealth Bank,Mortgage Broker,WA,Cannington,6005,House,First Home Buyer,PAYG,92.56,90-95%,828000,766400,766400,16100,Active
LMI10729,CERT-2021-00729,2021-05-15,2021-06-23,2021,ANZ,Bank Branch,VIC,Ballarat,3055,House,Investor,Self-Employed,93.22,90-95%,1276000,1189500,1189500,25000,In Arrears
LMI10730,CERT-2021-00730,2021-05-02,2021-05-28,2021,ANZ,Bank Branch,NSW,Chatswood,2750,Apartment,Investor,PAYG,91.33,90-95%,1045000,954400,954400,20050,In Arrears
LMI10731,CERT-2022-00731,2022-11-04,2022-12-10,2022,ANZ,Online / Direct,VIC,Ringwood,3121,House,Investor,PAYG,92.57,90-95%,917000,848900,848900,17850,Active
LMI10732,CERT-2022-00732,2022-04-03,2022-05-10,2022,Commonwealth Bank,Online / Direct,NSW,Penrith,2750,House,Owner Occupier,PAYG,97.38,95%+,857000,834500,834500,25050,Active
LMI10733,CERT-2019-00733,2019-06-23,2019-07-10,2019,Macquarie,Mortgage Broker,QLD,Gold Coast,4217,Apartment,Investor,PAYG,89.21,85-90%,563000,502300,502300,7050,Active
LMI10734,CERT-2022-00734,2022-12-07,2023-01-03,2022,Commonwealth Bank,Mortgage Broker,VIC,Frankston,3145,Apartment,First Home Buyer,PAYG,88.61,85-90%,952000,843600,843600,11800,Active
LMI10735,CERT-2022-00735,2022-11-09,2022-12-05,2022,Commonwealth Bank,Bank Branch,ACT,Bonner,2601,House,Investor,PAYG,72.27,≤80%,681000,492200,492200,2450,Claim Paid
LMI10736,CERT-2020-00736,2020-01-12,2020-02-10,2020,Bendigo Bank,Mortgage Broker,NSW,Wollongong,2300,House,Owner Occupier,PAYG,82.08,80-85%,1629000,1337100,1337100,12050,Closed
LMI10737,CERT-2023-00737,2023-02-27,2023-03-25,2023,ING,Mortgage Broker,WA,Fremantle,6160,Apartment,Owner Occupier,PAYG,90.94,90-95%,604000,549300,549300,11550,Active
LMI10738,CERT-2019-00738,2019-02-27,2019-03-31,2019,NAB,Online / Direct,NSW,Sydney CBD,2090,Apartment,First Home Buyer,Contract,87.18,85-90%,1214000,1058400,1058400,14800,Active
LMI10739,CERT-2020-00739,2020-07-21,2020-08-04,2020,Westpac,Mortgage Broker,TAS,Burnie,7250,House,First Home Buyer,PAYG,88.64,85-90%,614000,544200,544200,7600,Closed
LMI10740,CERT-2023-00740,2023-01-04,2023-01-26,2023,Commonwealth Bank,Online / Direct,VIC,Ringwood,3055,House,Refinancer,PAYG,91.76,90-95%,780000,715700,715700,15050,Active
LMI10741,CERT-2022-00741,2022-09-11,2022-10-11,2022,ANZ,Mortgage Broker,NSW,Campbelltown,2750,House,First Home Buyer,Self-Employed,92.58,90-95%,860000,796200,796200,16700,Active
LMI10742,CERT-2022-00742,2022-10-23,2022-12-06,2022,Commonwealth Bank,Online / Direct,NSW,Liverpool,2500,Apartment,Owner Occupier,Contract,92.55,90-95%,1070000,990300,990300,20800,Active
LMI10743,CERT-2019-00743,2019-03-18,2019-04-05,2019,Westpac,Mortgage Broker,SA,Whyalla,5000,House,Refinancer,PAYG,81.33,80-85%,513000,417200,417200,3750,Closed
LMI10744,CERT-2020-00744,2020-08-08,2020-09-05,2020,ANZ,Mortgage Broker,NSW,Parramatta,2060,Apartment,First Home Buyer,Self-Employed,87.24,85-90%,937000,817400,817400,11450,Closed
LMI10745,CERT-2022-00745,2022-01-24,2022-02-11,2022,ANZ,Bank Branch,WA,Baldivis,6210,House,Investor,PAYG,87.1,85-90%,540000,470300,470300,6600,Active
LMI10746,CERT-2023-00746,2023-06-30,2023-07-18,2023,Commonwealth Bank,Mortgage Broker,VIC,Craigieburn,3004,House,First Home Buyer,PAYG,94.28,90-95%,896000,844700,844700,17750,Active
LMI10747,CERT-2024-00747,2024-04-10,2024-05-12,2024,Commonwealth Bank,Online / Direct,VIC,Bendigo,3350,Townhouse,First Home Buyer,PAYG,86.2,85-90%,1244000,1072300,1072300,15000,Active
LMI10748,CERT-2021-00748,2021-03-28,2021-04-14,2021,Commonwealth Bank,Mortgage Broker,WA,Baldivis,6018,House,First Home Buyer,Self-Employed,96.55,95%+,637000,615000,615000,18450,Closed
LMI10749,CERT-2024-00749,2024-03-07,2024-03-24,2024,NAB,Mortgage Broker,NSW,Maitland,2750,House,Refinancer,Contract,88.7,85-90%,974000,863900,863900,12100,In Arrears
LMI10750,CERT-2022-00750,2022-02-03,2022-03-19,2022,Commonwealth Bank,Mortgage Broker,VIC,Dandenong,3000,Apartment,Owner Occupier,PAYG,90.49,90-95%,1262000,1142000,1142000,24000,Active
LMI10751,CERT-2019-00751,2019-04-24,2019-05-09,2019,NAB,Bank Branch,WA,Baldivis,6050,House,Owner Occupier,PAYG,95.16,95%+,744000,708000,708000,21250,Active
LMI10752,CERT-2019-00752,2019-08-25,2019-10-06,2019,Westpac,Online / Direct,NSW,Liverpool,2100,House,First Home Buyer,PAYG,92.79,90-95%,847000,785900,785900,16500,Closed
LMI10753,CERT-2022-00753,2022-01-03,2022-01-19,2022,Commonwealth Bank,Mortgage Broker,VIC,Dandenong,3000,House,First Home Buyer,PAYG,94.06,90-95%,1293000,1216200,1216200,25550,Claim Paid
LMI10754,CERT-2021-00754,2021-03-25,2021-05-08,2021,ANZ,Mortgage Broker,WA,Joondalup,6100,House,Investor,PAYG,95.48,95%+,689000,657900,657900,19750,Active
LMI10755,CERT-2020-00755,2020-08-22,2020-09-20,2020,Commonwealth Bank,Online / Direct,QLD,Gold Coast,4207,Apartment,Owner Occupier,PAYG,97.36,95%+,699000,680500,680500,20400,Closed
LMI10756,CERT-2020-00756,2020-04-17,2020-05-20,2020,Suncorp,Mortgage Broker,NSW,Sydney CBD,2020,Apartment,Owner Occupier,PAYG,84.88,80-85%,1521000,1291000,1291000,11600,Active
LMI10757,CERT-2021-00757,2021-02-25,2021-03-30,2021,ANZ,Online / Direct,VIC,Ringwood,3175,House,First Home Buyer,PAYG,69.17,≤80%,1176000,813400,813400,4050,Active
LMI10758,CERT-2020-00758,2020-09-16,2020-10-02,2020,Bank of Queensland,Online / Direct,NSW,Campbelltown,2750,Apartment,Owner Occupier,Self-Employed,85.36,85-90%,1305000,1113900,1113900,15600,Active
LMI10759,CERT-2021-00759,2021-05-25,2021-06-11,2021,Bendigo Bank,Online / Direct,NSW,Penrith,2300,House,Owner Occupier,PAYG,92.23,90-95%,1592000,1468300,1468300,30850,Closed
LMI10760,CERT-2023-00760,2023-03-08,2023-04-06,2023,Commonwealth Bank,Bank Branch,VIC,Ballarat,3220,House,First Home Buyer,PAYG,81.97,80-85%,675000,553300,553300,5000,In Arrears
LMI10761,CERT-2023-00761,2023-05-22,2023-06-05,2023,Macquarie,Mortgage Broker,VIC,Ballarat,3070,House,First Home Buyer,PAYG,88.33,85-90%,670000,591800,591800,8300,Active
LMI10762,CERT-2021-00762,2021-04-16,2021-05-03,2021,Westpac,Bank Branch,VIC,Werribee,3175,House,Investor,PAYG,92.83,90-95%,997000,925500,925500,19450,In Arrears
LMI10763,CERT-2019-00763,2019-10-28,2019-11-14,2019,ANZ,Bank Branch,WA,Geraldton,6100,Apartment,First Home Buyer,Self-Employed,83.19,80-85%,489000,406800,406800,3650,Active
LMI10764,CERT-2023-00764,2023-10-23,2023-11-28,2023,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2060,House,First Home Buyer,PAYG,88.42,85-90%,1304000,1153000,1153000,16150,In Arrears
LMI10765,CERT-2019-00765,2019-05-27,2019-07-07,2019,Macquarie,Mortgage Broker,VIC,Craigieburn,3070,House,Owner Occupier,PAYG,93.44,90-95%,1211000,1131600,1131600,23750,In Arrears
LMI10766,CERT-2019-00766,2019-04-02,2019-05-04,2019,Macquarie,Mortgage Broker,TAS,Burnie,7310,Apartment,Owner Occupier,PAYG,90.89,90-95%,598000,543500,543500,11400,Active
LMI10767,CERT-2019-00767,2019-03-08,2019-03-31,2019,ANZ,Online / Direct,VIC,Geelong,3004,Apartment,Investor,PAYG,84.17,80-85%,854000,718800,718800,6450,Active
LMI10768,CERT-2022-00768,2022-05-28,2022-07-11,2022,Commonwealth Bank,Mortgage Broker,NSW,Penrith,2100,Townhouse,First Home Buyer,Self-Employed,94.01,90-95%,1432000,1346200,1346200,28250,Active
LMI10769,CERT-2024-00769,2024-06-14,2024-07-05,2024,Commonwealth Bank,Mortgage Broker,ACT,Weston Creek,2609,House,First Home Buyer,PAYG,81.64,80-85%,987000,805800,805800,7250,Active
LMI10770,CERT-2023-00770,2023-08-23,2023-09-14,2023,ANZ,Bank Branch,NSW,Chatswood,2150,House,First Home Buyer,PAYG,91.23,90-95%,1720000,1569200,1569200,32950,Active
LMI10771,CERT-2022-00771,2022-03-25,2022-05-09,2022,Commonwealth Bank,Bank Branch,NSW,Wollongong,2020,House,Owner Occupier,Contract,89.92,85-90%,1403000,1261600,1261600,17650,Active
LMI10772,CERT-2021-00772,2021-06-02,2021-06-17,2021,Bank of Queensland,Mortgage Broker,QLD,Ipswich,4207,House,Owner Occupier,Self-Employed,80.27,80-85%,786000,630900,630900,5700,Active
LMI10773,CERT-2022-00773,2022-04-26,2022-05-16,2022,ING,Online / Direct,NSW,Campbelltown,2500,Apartment,Investor,PAYG,94.5,90-95%,1794000,1695300,1695300,35600,In Arrears
LMI10774,CERT-2023-00774,2023-01-22,2023-02-10,2023,ANZ,Bank Branch,QLD,Maroochydore,4350,House,Owner Occupier,PAYG,93.69,90-95%,501000,469400,469400,9850,Claim Paid
LMI10775,CERT-2019-00775,2019-04-09,2019-05-20,2019,Macquarie,Mortgage Broker,QLD,Brisbane CBD,4010,Land,First Home Buyer,PAYG,82.52,80-85%,571000,471200,471200,4250,Closed
LMI10776,CERT-2020-00776,2020-08-06,2020-08-30,2020,Bank of Queensland,Bank Branch,VIC,Ballarat,3008,Apartment,First Home Buyer,PAYG,90.59,90-95%,665000,602400,602400,12650,Active
LMI10777,CERT-2021-00777,2021-11-07,2021-12-01,2021,Macquarie,Bank Branch,NSW,Gosford,2200,Apartment,First Home Buyer,PAYG,82.81,80-85%,750000,621100,621100,5600,Closed
LMI10778,CERT-2021-00778,2021-12-02,2021-12-24,2021,Westpac,Mortgage Broker,SA,Mount Gambier,5600,House,Investor,Contract,88.69,85-90%,657000,582700,582700,8150,Active
LMI10779,CERT-2019-00779,2019-06-11,2019-07-09,2019,NAB,Mortgage Broker,QLD,Toowoomba,4069,Apartment,Owner Occupier,PAYG,81.83,80-85%,806000,659500,659500,5950,Active
LMI10780,CERT-2023-00780,2023-06-15,2023-07-19,2023,ING,Mortgage Broker,SA,Adelaide CBD,5290,House,Owner Occupier,Self-Employed,89.67,85-90%,420000,376600,376600,5250,Active
LMI10781,CERT-2021-00781,2021-09-19,2021-10-14,2021,Bendigo Bank,Mortgage Broker,NSW,Gosford,2010,House,First Home Buyer,PAYG,82.4,80-85%,1512000,1245900,1245900,11200,Active
LMI10782,CERT-2020-00782,2020-06-22,2020-07-30,2020,ING,Online / Direct,NSW,Chatswood,2200,Apartment,Investor,PAYG,82.15,80-85%,1402000,1151700,1151700,10350,Active
LMI10783,CERT-2022-00783,2022-01-17,2022-03-02,2022,ING,Bank Branch,VIC,Ringwood,3055,Apartment,First Home Buyer,PAYG,93.03,90-95%,793000,737700,737700,15500,Active
LMI10784,CERT-2022-00784,2022-12-14,2023-01-05,2022,Westpac,Bank Branch,NSW,Maitland,2170,House,Owner Occupier,Self-Employed,83.52,80-85%,1556000,1299600,1299600,11700,Active
LMI10785,CERT-2020-00785,2020-06-19,2020-07-23,2020,Westpac,Mortgage Broker,QLD,Brisbane CBD,4069,House,Investor,PAYG,83.88,80-85%,638000,535200,535200,4800,Active
LMI10786,CERT-2020-00786,2020-02-27,2020-03-19,2020,Commonwealth Bank,Mortgage Broker,VIC,Werribee,3175,Apartment,First Home Buyer,Self-Employed,85.92,85-90%,1262000,1084300,1084300,15200,Active
LMI10787,CERT-2022-00787,2022-09-03,2022-09-20,2022,Macquarie,Mortgage Broker,SA,Whyalla,5011,Apartment,First Home Buyer,PAYG,92.81,90-95%,542000,503000,503000,10550,Active
LMI10788,CERT-2020-00788,2020-05-24,2020-06-07,2020,Westpac,Mortgage Broker,VIC,Werribee,3004,House,First Home Buyer,PAYG,87.81,85-90%,606000,532100,532100,7450,Claim Paid
LMI10789,CERT-2019-00789,2019-09-11,2019-10-19,2019,Commonwealth Bank,Mortgage Broker,QLD,Gold Coast,4069,Apartment,Investor,PAYG,81.44,80-85%,767000,624600,624600,5600,Closed
LMI10790,CERT-2019-00790,2019-07-15,2019-08-23,2019,ANZ,Bank Branch,QLD,Ipswich,4101,House,First Home Buyer,PAYG,89.6,85-90%,523000,468600,468600,6550,Active
LMI10791,CERT-2019-00791,2019-07-10,2019-08-07,2019,ANZ,Mortgage Broker,QLD,Mackay,4700,Land,Owner Occupier,Contract,86.53,85-90%,932000,806500,806500,11300,Active
LMI10792,CERT-2022-00792,2022-03-29,2022-04-13,2022,ANZ,Mortgage Broker,QLD,Toowoomba,4101,House,Investor,Contract,92.32,90-95%,631000,582500,582500,12250,Active
LMI10793,CERT-2021-00793,2021-09-30,2021-10-29,2021,Macquarie,Mortgage Broker,NSW,Bondi,2200,House,Owner Occupier,PAYG,84.34,80-85%,811000,684000,684000,6150,Closed
LMI10794,CERT-2022-00794,2022-11-12,2022-12-22,2022,Macquarie,Mortgage Broker,QLD,Mackay,4051,House,Owner Occupier,PAYG,90.28,90-95%,882000,796300,796300,16700,Active
LMI10795,CERT-2023-00795,2023-02-10,2023-03-01,2023,Commonwealth Bank,Bank Branch,QLD,Ipswich,4005,House,First Home Buyer,PAYG,89.31,85-90%,908000,810900,810900,11350,Active
LMI10796,CERT-2021-00796,2021-10-11,2021-11-04,2021,Westpac,Bank Branch,WA,Bunbury,6100,House,First Home Buyer,Contract,84.44,80-85%,674000,569100,569100,5100,Active
LMI10797,CERT-2021-00797,2021-01-31,2021-02-24,2021,Westpac,Mortgage Broker,QLD,Redcliffe,4217,House,First Home Buyer,PAYG,88.11,85-90%,495000,436100,436100,6100,Active
LMI10798,CERT-2019-00798,2019-12-03,2020-01-16,2019,Westpac,Bank Branch,QLD,Brisbane CBD,4005,Apartment,Owner Occupier,PAYG,97.79,95%+,425000,415600,415600,12450,Active
LMI10799,CERT-2020-00799,2020-12-18,2021-01-15,2020,ANZ,Bank Branch,NSW,Newcastle,2090,Apartment,Owner Occupier,PAYG,85.87,85-90%,1093000,938600,938600,13150,Default
LMI10800,CERT-2019-00800,2019-11-09,2019-11-29,2019,Macquarie,Mortgage Broker,VIC,Frankston,3004,Apartment,First Home Buyer,Self-Employed,90.48,90-95%,1106000,1000700,1000700,21000,Active
LMI10801,CERT-2023-00801,2023-11-20,2024-01-03,2023,Bank of Queensland,Mortgage Broker,VIC,Dandenong,3011,House,Owner Occupier,PAYG,89.06,85-90%,731000,651000,651000,9100,Default
LMI10802,CERT-2023-00802,2023-07-12,2023-08-23,2023,NAB,Bank Branch,NSW,Gosford,2090,House,Investor,Self-Employed,95.5,95%+,1179000,1125900,1125900,33800,Active
